110;30;112;2008-05-23;40
111;30;93;2008-05-23;15
112;30;67;2008-05-23;15
113;30;52;2008-05-23;15
114;30;5;2008-05-23;40
115;30;145;2008-05-23;30
116;30;143;2008-05-23;40
117;30;115;2008-05-23;40
118;30;106;2008-05-23;40
119;30;72;2008-05-24;15
120;66;144;2008-05-24;50
121;16;142;2008-05-31;40
122;71;1;2008-06-06;40
123;71;109;2008-06-06;20
124;22;97;2008-06-10;0
125;37;153;2008-06-13;40
126;39;156;2008-06-24;40
127;39;97;2008-06-24;0
128;39;114;2008-06-24;40
129;71;139;2008-06-30;40
130;71;56;2008-06-30;15
131;71;104;2008-06-30;40
132;71;114;2008-06-30;40
133;71;47;2008-06-30;40
134;71;46;2008-06-30;40
135;71;10;2008-06-30;40
136;71;42;2008-06-30;40
137;71;115;2008-06-30;40
138;71;151;2008-06-30;30
139;71;49;2008-06-30;40
140;71;92;2008-06-30;40
141;71;111;2008-06-30;30
142;75;97;2008-07-05;0
143;16;135;2008-07-08;30
144;20;8;2008-07-12;50
145;20;24;2008-07-12;40
146;37;160;2008-07-14;40
147;37;162;2008-07-14;40
148;78;78;2008-07-15;40
149;78;33;2008-07-15;40
150;16;102;2008-07-18;30
151;16;176;2008-07-20;40
152;16;175;2008-07-20;40
153;16;174;2008-07-20;40
154;37;175;2008-07-21;40
155;16;178;2008-07-22;40
156;16;179;2008-07-22;40
157;20;38;2008-07-22;40
158;80;97;2008-07-22;0
159;39;175;2008-07-24;40
160;80;10;2008-07-25;40
161;80;167;2008-07-25;40
162;80;176;2008-07-25;40
163;80;115;2008-07-25;40
164;80;160;2008-07-25;40
165;80;162;2008-07-25;40
166;80;14;2008-07-25;40
167;80;16;2008-07-25;40
168;80;71;2008-07-25;40
169;80;138;2008-07-25;40
170;83;97;2008-07-27;0
171;84;97;2008-07-27;0
172;33;109;2008-07-29;20
173;33;105;2008-07-29;40
174;33;32;2008-07-29;40
175;33;104;2008-07-29;40
176;33;114;2008-07-29;40
177;33;46;2008-07-29;40
178;33;115;2008-07-29;40
179;33;176;2008-07-29;40
180;33;103;2008-07-29;40
181;33;45;2008-07-29;40
182;11;162;2008-07-30;40
183;16;183;2008-08-01;40
184;37;182;2008-08-03;30
185;11;110;2008-08-06;40
186;33;41;2008-08-06;40
187;33;18;2008-08-06;40
188;33;20;2008-08-06;40
189;33;60;2008-08-06;40
190;33;92;2008-08-06;40
191;33;116;2008-08-06;40
193;33;29;2008-08-06;40
194;33;73;2008-08-06;40
195;33;156;2008-08-06;40
196;33;154;2008-08-06;20
197;44;169;2008-08-06;40
198;44;6;2008-08-06;40
199;51;134;2008-08-06;40
200;51;70;2008-08-06;40
201;51;107;2008-08-06;40
202;44;14;2008-09-05;40
203;94;97;2008-09-11;0
204;18;6;2008-09-11;40
205;18;12;2008-09-11;40
206;18;174;2008-09-11;40
207;18;110;2008-09-11;40
208;30;183;2008-09-14;40
209;97;97;2008-09-18;0
210;98;97;2008-09-18;0
211;104;97;2008-09-30;0
212;11;193;2008-10-02;45
213;80;29;2008-10-03;40
214;80;186;2008-10-03;40
215;80;30;2008-10-03;40
216;16;196;2008-10-03;40
217;80;53;2008-10-04;40
218;80;39;2008-10-04;15
219;80;154;2008-10-04;20
220;80;57;2008-10-04;20
221;80;191;2008-10-04;30
222;80;137;2008-10-04;40
223;80;26;2008-10-04;40
224;80;151;2008-10-04;30
225;80;52;2008-10-04;15
226;80;86;2008-10-04;15
227;80;89;2008-10-04;15
228;11;197;2008-10-06;30
229;11;183;2008-10-10;40
230;108;97;2008-10-10;0
231;16;200;2008-10-13;40
232;39;200;2008-10-16;40
233;39;195;2008-10-16;40
234;39;169;2008-10-16;40
235;39;182;2008-10-16;30
236;51;18;2008-10-19;40
237;51;186;2008-10-19;40
238;51;20;2008-10-19;40
239;11;109;2008-10-23;20
240;37;207;2008-10-27;25
241;37;206;2008-10-27;25
242;37;205;2008-10-27;25
243;37;204;2008-10-27;25
244;37;208;2008-10-28;25
245;37;114;2008-10-28;40
246;37;8;2008-10-28;50
247;37;115;2008-10-28;40
248;37;106;2008-10-28;40
249;37;209;2008-10-28;35
250;37;201;2008-10-28;30
251;115;97;2008-10-28;0
252;51;110;2008-10-28;40
253;51;151;2008-10-28;30
254;51;32;2008-10-28;40
255;37;210;2008-10-29;35
256;117;97;2008-10-29;0
257;119;97;2008-10-29;0
258;118;1;2008-11-01;40
259;118;183;2008-11-01;40
260;118;187;2008-11-01;40
261;118;200;2008-11-01;40
262;118;196;2008-11-01;40
263;118;18;2008-11-01;40
264;118;20;2008-11-01;40
265;118;203;2008-11-01;40
266;118;86;2008-11-01;15
267;118;102;2008-11-01;30
268;118;135;2008-11-01;30
269;118;158;2008-11-01;30
270;118;209;2008-11-01;35
271;118;169;2008-11-01;40
272;118;186;2008-11-01;40
273;118;39;2008-11-01;15
274;118;53;2008-11-01;40
275;118;180;2008-11-01;40
276;118;14;2008-11-01;40
277;118;15;2008-11-01;40
278;118;26;2008-11-01;40
279;118;137;2008-11-01;40
280;116;166;2008-11-04;40
281;116;169;2008-11-04;40
282;116;39;2008-11-04;15
283;116;106;2008-11-04;40
284;116;15;2008-11-04;40
285;116;212;2008-11-04;40
286;116;65;2008-11-04;20
287;16;212;2008-11-04;40
288;74;213;2008-11-05;40
289;74;14;2008-11-05;40
290;74;52;2008-11-05;15
291;74;93;2008-11-05;15
292;120;56;2008-11-06;15
293;120;31;2008-11-06;15
294;120;6;2008-11-06;40
295;120;153;2008-11-06;40
296;120;10;2008-11-06;40
297;120;57;2008-11-06;20
298;120;19;2008-11-06;40
299;120;138;2008-11-06;40
300;120;24;2008-11-06;40
301;120;75;2008-11-06;40
302;120;26;2008-11-06;40
303;120;155;2008-11-06;40
304;74;214;2008-11-06;55
305;16;214;2008-11-07;55
306;37;216;2008-11-09;40
307;37;214;2008-11-09;55
308;37;212;2008-11-09;40
309;74;216;2008-11-10;40
310;123;97;2008-11-10;0
311;124;97;2008-11-10;0
312;118;115;2008-11-11;40
313;118;217;2008-11-11;50
314;37;217;2008-11-11;50
315;16;217;2008-11-12;50
316;74;217;2008-11-12;50
317;126;97;2008-11-13;0
318;127;97;2008-11-13;0
319;128;97;2008-11-13;0
320;16;219;2008-11-15;30
321;129;97;2008-11-16;0
322;51;40;2008-11-17;40
323;37;223;2008-11-18;40
324;37;221;2008-11-18;40
325;37;222;2008-11-19;30
326;121;202;2008-11-20;45
327;121;144;2008-11-20;50
328;121;97;2008-11-20;0
329;121;108;2008-11-20;50
330;105;224;2008-11-20;40
331;130;202;2008-11-20;45
332;80;42;2008-11-21;40
333;80;185;2008-11-21;40
334;80;212;2008-11-21;40
335;80;99;2008-11-21;20
336;37;10;2008-11-21;40
337;80;219;2008-11-21;30
338;80;19;2008-11-21;40
339;80;155;2008-11-21;40
340;80;3;2008-11-21;40
341;80;37;2008-11-21;40
342;80;223;2008-11-21;40
343;80;34;2008-11-21;15
344;80;72;2008-11-21;15
345;135;97;2008-11-21;0
346;16;225;2008-11-23;30
347;16;226;2008-11-23;45
348;133;211;2008-11-24;30
349;118;213;2008-11-26;40
350;37;98;2008-11-26;40
351;118;214;2008-11-27;55
352;120;199;2008-11-28;45
353;74;223;2008-11-28;40
354;134;134;2008-11-28;40
355;134;111;2008-11-28;30
356;134;180;2008-11-28;40
357;74;221;2008-11-28;40
358;134;7;2008-11-28;20
359;134;222;2008-11-28;30
360;37;198;2008-11-29;40
361;44;203;2008-11-30;40
362;74;228;2008-11-30;40
363;44;158;2008-12-01;30
364;139;78;2008-12-02;40
365;74;30;2008-12-03;40
366;74;94;2008-12-03;15
367;11;2;2008-12-03;50
368;140;1;2008-12-03;40
369;74;125;2008-12-04;30
370;71;186;2008-12-07;40
371;71;216;2008-12-07;40
372;141;97;2008-12-08;0
373;74;166;2008-12-08;40
374;71;182;2008-12-13;30
375;105;134;2008-12-13;40
376;44;227;2008-12-14;40
377;44;31;2008-12-14;15
378;44;115;2008-12-14;40
379;74;231;2008-12-14;45
380;74;230;2008-12-14;40
381;16;231;2008-12-15;45
383;30;179;2008-12-17;40
384;30;182;2008-12-17;30
385;30;84;2008-12-17;15
386;39;226;2008-12-18;45
387;105;235;2008-12-21;40
388;146;234;2008-12-22;45
389;142;215;2008-12-23;40
390;37;237;2008-12-26;30
391;134;182;2008-12-28;30
392;134;212;2008-12-28;40
393;134;41;2008-12-28;40
394;142;214;2008-12-29;55
395;140;233;2008-12-29;45
396;140;160;2008-12-29;40
397;140;6;2008-12-29;40
398;140;5;2008-12-29;40
399;140;19;2008-12-29;40
400;140;240;2008-12-31;45
401;16;237;2009-01-02;30
402;16;241;2009-01-03;40
403;134;14;2009-01-05;40
404;134;24;2009-01-05;40
405;148;32;2009-01-06;40
406;148;3;2009-01-06;40
407;148;223;2009-01-06;40
408;148;56;2009-01-06;15
409;148;6;2009-01-06;40
410;148;39;2009-01-06;15
411;148;175;2009-01-06;40
412;148;67;2009-01-06;15
413;148;153;2009-01-06;40
414;148;10;2009-01-06;40
415;148;176;2009-01-06;40
416;148;11;2009-01-06;50
417;148;15;2009-01-06;40
418;148;212;2009-01-06;40
419;148;65;2009-01-06;20
420;148;62;2009-01-06;30
421;148;93;2009-01-06;15
422;148;21;2009-01-06;40
423;148;89;2009-01-06;15
424;148;225;2009-01-06;30
425;148;132;2009-01-06;50
426;148;75;2009-01-06;40
427;148;235;2009-01-06;40
428;148;26;2009-01-06;40
429;148;221;2009-01-06;40
430;148;214;2009-01-06;55
431;148;217;2009-01-06;50
432;148;229;2009-01-06;40
433;148;16;2009-01-06;40
434;148;202;2009-01-06;45
435;148;178;2009-01-06;40
436;148;154;2009-01-06;20
437;148;34;2009-01-06;15
438;148;31;2009-01-06;15
439;148;24;2009-01-06;40
440;148;84;2009-01-06;15
441;148;138;2009-01-06;40
442;148;237;2009-01-06;30
443;29;183;2009-01-08;40
444;29;200;2009-01-08;40
445;29;239;2009-01-08;40
446;29;144;2009-01-08;50
447;29;86;2009-01-08;15
448;11;86;2009-01-09;15
449;150;97;2009-01-10;0
450;59;217;2009-01-10;50
451;16;245;2009-01-11;40
452;74;73;2009-01-15;40
453;148;14;2009-01-16;40
454;148;115;2009-01-16;40
455;148;245;2009-01-16;40
456;148;216;2009-01-16;40
457;148;160;2009-01-16;40
458;154;15;2009-01-17;40
459;154;6;2009-01-17;40
460;154;93;2009-01-17;15
461;154;197;2009-01-17;30
462;154;202;2009-01-17;45
463;157;97;2009-01-19;0
464;153;182;2009-01-19;30
465;153;214;2009-01-19;55
466;153;217;2009-01-19;50
467;153;188;2009-01-19;30
468;153;222;2009-01-19;30
469;134;185;2009-01-19;40
470;20;199;2009-01-19;45
471;20;244;2009-01-19;45
472;20;10;2009-01-19;40
473;20;29;2009-01-19;40
474;20;59;2009-01-19;15
475;59;166;2009-01-20;40
476;59;214;2009-01-20;55
477;155;243;2009-01-21;45
478;159;225;2009-01-27;30
479;156;183;2009-01-27;40
480;156;1;2009-01-28;40
481;156;42;2009-01-28;40
483;44;138;2009-01-29;40
484;71;226;2009-01-29;45
485;51;115;2009-01-30;40
486;164;97;2009-01-31;0
487;148;63;2009-02-03;15
488;148;106;2009-02-03;40
489;148;151;2009-02-03;30
490;148;158;2009-02-03;30
491;18;97;2009-02-10;0
492;165;14;2009-02-10;40
493;37;252;2009-02-11;30
494;16;252;2009-02-11;30
495;16;256;2009-02-13;30
496;134;256;2009-02-13;30
497;134;115;2009-02-13;40
498;134;142;2009-02-13;40
499;29;7;2009-02-13;20
500;16;254;2009-02-14;35
501;74;226;2009-02-15;45
502;37;258;2009-02-16;50
503;16;260;2009-02-17;40
504;16;259;2009-02-17;45
505;37;260;2009-02-17;40
506;74;262;2009-02-19;40
507;16;262;2009-02-19;40
508;74;122;2009-02-20;30
509;39;256;2009-02-23;30
510;39;245;2009-02-23;40
511;167;223;2009-02-25;40
512;11;223;2009-02-25;40
513;167;6;2009-02-25;40
514;167;5;2009-02-25;40
515;167;14;2009-02-25;40
516;167;214;2009-02-25;55
517;155;96;2009-02-26;20
518;155;225;2009-02-26;30
519;155;63;2009-02-26;15
520;155;236;2009-02-26;45
522;167;217;2009-02-26;50
523;167;258;2009-02-26;50
524;167;138;2009-02-26;40
525;167;221;2009-02-26;40
526;167;26;2009-02-26;40
527;167;89;2009-02-26;15
528;142;155;2009-02-28;40
529;142;31;2009-02-28;15
530;142;223;2009-02-28;40
531;142;15;2009-02-28;40
532;142;106;2009-02-28;40
533;142;174;2009-02-28;40
534;142;138;2009-02-28;40
535;142;24;2009-02-28;40
536;142;102;2009-02-28;30
537;142;26;2009-02-28;40
538;142;14;2009-02-28;40
539;169;243;2009-03-03;45
540;18;255;2009-03-09;40
541;18;254;2009-03-09;35
542;18;162;2009-03-09;40
543;146;199;2009-03-10;45
544;37;176;2009-03-10;40
545;37;190;2009-03-10;40
546;37;1;2009-03-10;40
547;37;254;2009-03-10;35
548;169;144;2009-03-12;50
549;173;97;2009-03-14;0
550;51;254;2009-03-16;35
551;154;106;2009-03-17;40
552;154;154;2009-03-17;20
553;154;65;2009-03-17;20
554;177;97;2009-03-23;0
555;179;97;2009-03-24;0
556;185;274;2009-03-31;45
557;185;272;2009-03-31;40
558;185;271;2009-03-31;40
559;186;243;2009-04-01;45
560;178;84;2009-04-01;15
561;178;225;2009-04-01;30
562;178;255;2009-04-01;40
563;178;249;2009-04-01;45
564;185;277;2009-04-04;45
565;11;11;2009-04-04;50
566;178;14;2009-04-06;40
567;178;153;2009-04-06;40
568;37;277;2009-04-06;45
569;185;278;2009-04-09;45
570;39;115;2009-04-12;40
571;39;150;2009-04-12;40
572;191;97;2009-04-16;0
573;189;154;2009-04-16;20
574;189;231;2009-04-16;45
575;189;167;2009-04-16;40
576;189;9;2009-04-16;40
577;189;134;2009-04-16;40
578;189;254;2009-04-16;35
579;189;212;2009-04-16;40
580;16;280;2009-04-16;40
581;37;280;2009-04-16;40
582;189;135;2009-04-16;30
583;189;143;2009-04-23;40
584;189;31;2009-04-23;15
585;189;39;2009-04-23;15
586;189;60;2009-04-23;40
587;189;86;2009-04-23;15
588;189;68;2009-04-23;20
589;74;40;2009-04-25;40
590;74;117;2009-04-25;40
591;37;282;2009-05-06;40
592;16;282;2009-05-10;40
593;185;285;2009-05-12;45
595;189;280;2009-05-16;40
596;196;3;2009-05-17;40
597;33;195;2009-05-22;40
598;33;3;2009-05-22;40
599;33;155;2009-05-22;40
600;33;282;2009-05-22;40
601;33;259;2009-05-22;45
602;33;107;2009-05-22;40
603;33;223;2009-05-22;40
604;33;260;2009-05-22;40
605;33;175;2009-05-22;40
606;33;40;2009-05-22;40
607;33;190;2009-05-22;40
608;33;57;2009-05-22;20
609;33;254;2009-05-22;35
610;198;97;2009-05-28;0
612;197;6;2009-05-31;40
613;197;5;2009-05-31;40
614;197;217;2009-05-31;50
615;197;67;2009-05-31;15
616;197;93;2009-05-31;15
617;185;294;2009-05-31;50
618;200;97;2009-06-01;0
619;134;286;2009-06-02;45
620;134;285;2009-06-02;45
621;178;178;2009-06-05;40
622;178;58;2009-06-05;15
623;178;282;2009-06-05;40
624;178;93;2009-06-05;15
625;178;137;2009-06-05;40
626;178;26;2009-06-05;40
627;207;97;2009-06-10;0
628;74;293;2009-06-12;40
629;185;299;2009-06-14;40
630;207;211;2009-06-14;40
631;207;226;2009-06-14;45
632;207;64;2009-06-14;20
633;207;285;2009-06-14;45
634;207;286;2009-06-14;45
635;207;244;2009-06-14;45
636;39;298;2009-06-15;40
637;33;200;2009-06-16;40
638;33;228;2009-06-16;40
639;33;12;2009-06-16;40
640;33;49;2009-06-16;40
641;33;196;2009-06-16;40
642;33;293;2009-06-16;40
643;33;267;2009-06-16;35
644;33;258;2009-06-16;50
645;33;214;2009-06-16;55
646;33;217;2009-06-16;50
647;33;250;2009-06-16;40
648;33;102;2009-06-16;30
649;74;303;2009-06-21;40
650;37;302;2009-06-21;55
651;37;303;2009-06-21;40
652;173;270;2009-07-04;50
653;173;304;2009-07-04;50
654;173;186;2009-07-04;40
655;173;276;2009-07-04;45
656;185;314;2009-07-09;40
657;33;56;2009-07-10;15
658;33;160;2009-07-10;40
659;33;31;2009-07-10;15
660;33;6;2009-07-10;40
661;33;53;2009-07-10;40
662;33;245;2009-07-10;40
663;33;180;2009-07-10;40
664;33;178;2009-07-10;40
665;33;14;2009-07-10;40
666;33;15;2009-07-10;40
667;33;280;2009-07-10;40
668;33;16;2009-07-10;40
669;33;62;2009-07-10;30
670;33;134;2009-07-10;40
671;213;109;2009-07-20;20
672;213;195;2009-07-20;40
673;213;46;2009-07-20;40
674;213;47;2009-07-20;40
675;213;178;2009-07-20;40
676;213;253;2009-07-20;40
677;213;176;2009-07-20;40
678;213;228;2009-07-20;40
679;213;65;2009-07-20;20
680;213;18;2009-07-20;40
681;213;49;2009-07-20;40
682;213;258;2009-07-20;50
683;213;214;2009-07-20;55
684;213;26;2009-07-20;40
685;213;30;2009-07-20;40
686;213;110;2009-07-20;40
687;213;201;2009-07-20;30
688;213;217;2009-07-20;50
689;213;92;2009-07-20;40
690;213;191;2009-07-20;30
691;213;280;2009-07-20;40
692;213;299;2009-07-20;40
693;213;106;2009-07-20;40
694;213;138;2009-07-20;40
695;213;42;2009-07-20;40
696;213;102;2009-07-20;30
697;213;315;2009-07-20;40
698;213;226;2009-07-21;45
699;213;196;2009-07-21;40
700;213;7;2009-07-21;20
701;213;5;2009-07-21;40
702;213;25;2009-07-21;40
703;213;115;2009-07-21;40
704;213;151;2009-07-21;30
705;214;204;2009-07-21;25
706;214;160;2009-07-21;40
707;214;5;2009-07-21;40
708;214;15;2009-07-21;40
709;214;258;2009-07-21;50
710;214;111;2009-07-21;30
711;214;30;2009-07-21;40
712;214;67;2009-07-21;15
713;214;214;2009-07-21;55
714;214;21;2009-07-21;40
715;214;281;2009-07-21;45
716;214;143;2009-07-21;40
717;214;16;2009-07-21;40
718;220;97;2009-07-26;0
719;222;97;2009-08-02;0
720;185;325;2009-08-11;40
721;16;325;2009-08-13;40
722;225;183;2009-08-20;40
723;16;5;2009-08-20;40
724;226;316;2009-08-20;30
725;223;76;2009-08-23;40
726;71;188;2009-08-27;30
727;230;97;2009-08-28;0
728;39;327;2009-08-31;40
729;223;175;2009-09-02;40
730;37;154;2009-09-03;20
731;223;299;2009-09-04;40
732;223;253;2009-09-04;40
733;223;226;2009-09-04;45
734;223;243;2009-09-04;45
735;223;227;2009-09-04;40
736;223;71;2009-09-04;40
737;223;69;2009-09-04;40
738;223;100;2009-09-04;50
739;223;247;2009-09-04;45
740;33;139;2009-09-08;40
741;33;256;2009-09-08;30
742;33;10;2009-09-08;40
743;33;255;2009-09-08;40
744;33;253;2009-09-08;40
745;33;174;2009-09-08;40
746;33;212;2009-09-08;40
747;33;179;2009-09-08;40
748;33;191;2009-09-08;30
749;33;222;2009-09-08;30
750;33;138;2009-09-08;40
751;33;188;2009-09-08;30
752;33;137;2009-09-08;40
753;33;69;2009-09-08;40
754;33;89;2009-09-08;15
755;33;21;2009-09-08;40
756;33;146;2009-09-08;40
757;33;281;2009-09-08;45
758;33;237;2009-09-08;30
759;33;50;2009-09-08;40
760;33;136;2009-09-08;40
761;33;24;2009-09-08;40
762;33;221;2009-09-08;40
763;33;197;2009-09-08;30
764;33;26;2009-09-08;40
765;33;110;2009-09-08;40
766;33;98;2009-09-08;40
767;33;111;2009-09-08;30
768;33;326;2009-09-08;45
769;33;30;2009-09-08;40
770;33;25;2009-09-08;40
771;33;225;2009-09-08;30
772;33;84;2009-09-08;15
773;185;330;2009-09-12;45
774;233;188;2009-09-14;30
775;233;54;2009-09-19;20
776;233;162;2009-09-19;40
777;185;344;2009-09-19;45
778;37;344;2009-09-19;45
779;185;345;2009-09-20;40
780;51;345;2009-09-20;40
781;51;97;2009-09-20;0
782;51;65;2009-09-20;20
783;44;15;2009-09-23;40
784;44;280;2009-09-23;40
785;134;344;2009-09-30;45
786;185;182;2009-10-03;30
787;185;107;2009-10-03;40
788;185;183;2009-10-03;40
789;185;16;2009-10-03;40
790;237;344;2009-10-06;45
791;237;60;2009-10-07;40
792;237;49;2009-10-10;40
793;237;12;2009-10-10;40
794;237;151;2009-10-10;30
795;245;97;2009-10-15;0
796;242;218;2009-10-16;45
797;242;199;2009-10-16;45
798;16;348;2009-10-17;40
799;237;3;2009-10-18;40
800;237;32;2009-10-18;40
801;237;56;2009-10-18;15
802;237;104;2009-10-18;40
803;237;107;2009-10-18;40
804;237;175;2009-10-18;40
805;237;47;2009-10-18;40
806;237;42;2009-10-18;40
807;237;212;2009-10-18;40
808;237;191;2009-10-18;30
809;243;276;2009-10-21;45
810;243;222;2009-10-21;30
811;243;102;2009-10-21;30
812;243;150;2009-10-21;40
813;44;110;2009-10-22;40
814;44;42;2009-10-22;40
815;186;218;2009-10-26;45
816;243;106;2009-10-28;40
817;250;97;2009-11-01;0
818;37;353;2009-11-07;40
819;134;243;2009-11-08;45
820;251;97;2009-11-12;0
821;148;74;2009-11-17;15
822;148;283;2009-11-17;40
823;148;25;2009-11-17;40
824;148;167;2009-11-17;40
826;252;56;2009-11-19;15
827;252;53;2009-11-19;40
828;252;42;2009-11-19;40
829;252;49;2009-11-19;40
830;252;89;2009-11-19;15
831;252;136;2009-11-19;40
832;252;212;2009-11-19;40
833;252;57;2009-11-19;20
834;254;358;2009-12-02;55
835;16;367;2009-12-05;15
836;237;9;2009-12-07;40
837;146;97;2009-12-14;0
838;146;249;2009-12-15;45
839;37;367;2009-12-26;15
840;213;14;2009-12-26;40
841;213;223;2009-12-26;40
842;18;34;2009-12-27;15
843;18;51;2009-12-27;20
844;213;131;2009-12-28;50
845;148;207;2009-12-28;25
846;148;17;2009-12-28;50
847;148;51;2009-12-28;20
848;148;191;2009-12-28;30
849;148;258;2009-12-28;50
850;213;221;2009-12-28;40
851;148;180;2009-12-28;40
852;148;57;2009-12-28;20
853;148;280;2009-12-28;40
854;148;248;2009-12-28;45
855;148;162;2009-12-28;40
856;148;188;2009-12-28;30
857;148;199;2009-12-28;45
858;148;276;2009-12-28;45
859;148;68;2009-12-28;20
860;148;344;2009-12-28;45
861;213;45;2009-12-29;40
862;213;260;2009-12-29;40
863;213;281;2009-12-29;45
864;51;347;2010-01-02;30
865;51;281;2010-01-02;45
866;51;136;2010-01-02;40
867;51;102;2010-01-02;30
868;51;150;2010-01-02;40
869;37;375;2010-01-05;40
870;260;97;2010-01-05;0
871;260;69;2010-01-08;40
872;260;40;2010-01-08;40
873;260;174;2010-01-08;40
874;74;385;2010-01-08;40
875;74;151;2010-01-08;30
876;260;175;2010-01-08;40
877;134;346;2010-01-18;30
878;51;282;2010-01-31;40
879;264;381;2010-02-03;30
880;105;211;2010-02-04;40
881;267;188;2010-02-05;30
882;267;115;2010-02-05;40
883;267;93;2010-02-08;15
884;267;65;2010-02-08;20
885;267;52;2010-02-08;15
886;267;39;2010-02-08;15
887;267;150;2010-02-08;40
888;267;385;2010-02-10;40
889;267;10;2010-02-10;40
890;267;41;2010-02-10;40
891;51;11;2010-02-10;50
892;268;214;2010-02-10;55
893;268;217;2010-02-10;50
894;268;56;2010-02-11;15
895;268;367;2010-02-11;15
896;134;390;2010-02-11;45
897;268;175;2010-02-11;40
898;268;10;2010-02-11;40
899;268;115;2010-02-11;40
900;268;174;2010-02-11;40
901;268;212;2010-02-11;40
902;268;225;2010-02-11;30
903;270;97;2010-02-11;0
904;156;50;2010-02-13;40
905;271;97;2010-02-19;0
906;16;10;2010-02-23;40
907;51;72;2010-02-24;15
908;51;6;2010-02-24;40
909;274;160;2010-02-25;40
910;274;5;2010-02-25;40
911;274;177;2010-02-25;40
912;274;260;2010-02-25;40
913;274;26;2010-02-25;40
914;274;178;2010-02-25;40
915;274;217;2010-02-25;50
916;274;214;2010-02-25;55
917;274;89;2010-02-25;15
918;274;221;2010-02-25;40
919;274;67;2010-02-25;15
920;274;153;2010-02-25;40
921;273;198;2010-03-02;40
922;273;169;2010-03-02;40
923;273;39;2010-03-02;15
924;273;5;2010-03-02;40
925;273;245;2010-03-02;40
926;273;260;2010-03-02;40
927;273;345;2010-03-02;40
928;273;180;2010-03-02;40
929;273;348;2010-03-02;40
930;273;52;2010-03-02;15
931;273;67;2010-03-02;15
932;273;351;2010-03-02;45
933;273;57;2010-03-02;20
934;273;14;2010-03-02;40
935;273;15;2010-03-02;40
936;273;95;2010-03-02;15
937;273;49;2010-03-02;40
938;273;97;2010-03-02;0
939;273;93;2010-03-02;15
940;278;329;2010-03-03;40
941;278;311;2010-03-03;45
942;278;37;2010-03-03;40
943;278;27;2010-03-03;40
944;273;125;2010-03-03;30
945;273;92;2010-03-03;40
